sample	Subdoligranulum	Unclassified Ruminococcaceae	PAC001217_g	Unclassified Bacteria	Phascolarctobacterium	Christensenella	Collinsella	Bacteroides	Coprococcus_g2	Ruminococcus_g2	PAC001046_g	Blautia	Bilophila	Pseudoflavonifractor	Anaerotignum	Megamonas	Oscillibacter	Fusobacterium	Ruminococcus_g4	Faecalimonas	Bifidobacterium	Eubacterium_g23	Coprobacter	Clostridium_g6	Prevotella	Alloprevotella	PAC001138_g	Clostridium	Granulicatella	Lachnospira	Actinomyces	Lactobacillus	LT821227_g	Coprobacillus	Parasutterella	Frisingicoccus	Unclassified Lachnospiraceae	PAC001207_g	Unclassified Mogibacterium_f	Dialister	Sporobacter	Agathobaculum	Ruminococcus	PAC001270_g	Ruminococcus_g5	Pseudomonas	Clostridium_g24	Parabacteroides	Odoribacter	Unclassified Intrasporangiaceae	Sellimonas	PAC000661_g	Anaerococcus	Veillonella	PAC001177_g	Faecalibacterium	Porphyromonas	Haemophilus	PAC001609_g	Ruthenibacterium	Devosia	Eubacterium_g5	Roseburia	Rothia	Anaerostipes	Turicibacter	Eggerthella	Leuconostoc	Corynebacterium	Saccharimonas	Peptoniphilus	Eubacterium_g8	Unclassified Bacteroidales	Alistipes	Eubacterium_g4	Fusicatenibacter	Unclassified Christensenellaceae	Barnesiella	PAC001115_g	PAC001360_g	Eisenbergiella	Unclassified Gammaproteobacteria	FR888536_g	PAC000748_g	Flavobacterium	PAC001043_g	Unclassified Enterobacteriaceae	LARJ_g	CCMM_g	Caproiciproducens	LLKB_g	Romboutsia	Dorea	Unclassified Proteobacteria	Anaerotruncus	PAC000195_g	PAC000196_g	PAC000672_g	LT706945_g	Enterococcus	PAC000671_g	PAC001663_g	Chryseobacterium	Atopobium	Unclassified Enterobacterales	PAC001276_g	Escherichia	Paraprevotella	Epulopiscium	Holdemanella	Streptococcus	Parvimonas	Gemella	PAC001440_g	Butyricimonas	Unclassified Oxalobacteraceae	FTRU_g	PAC001219_g	Dielma	PAC000692_g	Leucobacter	Unclassified Cyanobacteria	Harryflintia	Unclassified Porphyromonadaceae	Pedobacter	Unclassified Erysipelotrichaceae	PAC000186_g	PAC001468_g	Bacillus	Sphingomonas	PAC001437_g	PAC001283_g	Campylobacter	Dysgonomonas	Methylobacterium	Variovorax	Paracoccus	PAC001265_g	Victivallis	Aggregatibacter	FM873692_g	Arthrobacter	PAC001606_g	Neisseria	Burkholderia	Cutibacterium	Hydrogenophaga	Unclassified Bacteroidetes	Geobacillus	Pelomonas	Psychrobacter	Merdibacter	Adlercreutzia	Capnocytophaga	PAC001168_g	PAC001247_g	Coprococcus	PAC001144_g	Massilioclostridium	PAC001401_g	PAC001457_g	Desulfovibrio	Staphylococcus	Akkermansia	Clostridioides	Hungatella	Butyricicoccus	Longicatena	PAC001236_g	Acinetobacter	PAC001637_g	Anaerofilum	HQ765927_g	Microbacterium	Murdochiella	PAC002510_g	Moryella	Acidaminococcus	Stenotrophomonas	Leptotrichia	Kingella	Pseudoxanthomonas	Rhodococcus	Novosphingobium	Unclassified Bradyrhizobiaceae	Mesorhizobium	Gabonibacter	CYUO_g	Mitsuokella	Bergeyella	Rhizobium	Paralkalibacillus	Unclassified Muribaculaceae	LN868538_g	Phocea	Cellulosilyticum	Mogibacterium	Unclassified Pasteurellaceae	Gordonibacter	Sutterella	Proteus	Finegoldia	Morganella	Catabacter	LT575483_g	Clostridium_g21	Herminiimonas	Abiotrophia	Lachnoanaerobaculum	PAC001296_g	Brevundimonas	Lautropia	Cuneatibacter	Enhydrobacter	KE993550_g	PAC001451_g	PAC001201_g	PAC001446_g	PAC002129_g	Sphingobium	Oribacterium	Lawsonella	Monoglobus	PAC001686_g	Lactococcus	Emergencia	Gardnerella	Ezakiella	Faecalicatena	Eubacterium_g20	PAC001458_g	PAC001398_g	Pseudochrobactrum	Ralstonia	PAC001313_g	Anaerofustis	PAC001643_g	Delftia	PAC001480_g	Cloacibacterium	PAC002156_g	Holdemania	PAC001723_g	PAC002360_g	Merdimonas	Acutalibacter	ADLB_g	Comamonas	Eikenella	Robinsoniella	Curvibacter	Dolosigranulum	PAC001687_g	Kallipyga	PAC002141_g	Cardiobacterium	Peptostreptococcus	Methanobrevibacter	PAC001422_g	PAC001057_g	PAC001141_g	PAC001041_g	Megasphaera	AY442821_g	Unclassified Clostridiales	PAC001109_g	Unclassified Coriobacteriaceae	PAC001068_g	JN162689_g	Pediococcus	Unclassified Clostridia	Butyrivibrio_g1	GQ451241_g	Paludicola	Unclassified Bacteroidaceae	PAC001137_g	Unclassified Erysipelotrichi	Bulleidia	Slackia	Unclassified Lactobacillales	PAC002374_g	Selenomonas	Unclassified Lactobacillaceae	Cetobacterium	Unclassified Bifidobacteriales	Catonella	Olsenella	AM277970_g	EU794292_g	PAC000197_g	Syntrophococcus	PAC001447_g	Howardella	Negativicoccus	PAC001400_g	Unclassified Enterococcaceae	Unclassified Dehalobacterium_f	Turicimonas	PAC001433_g	PAC001485_g	PAC001112_g	PAC000743_g	Arcanobacterium	Faecalitalea	PAC001500_g	PAC002203_g	PAC000664_g	Eubacterium	PAC002090_g	Neglecta	PAC001778_g	PAC002160_g	HM124225_g	Libanicoccus	PAC002201_g	PAC001435_g	PAC001323_g	Marvinbryantia	JX575929_g	AM405126_g	Traorella	PAC001599_g	Unclassified Actinobacteria	PAC002169_g	PAC002148_g	Shuttleworthia	AM278923_g	DQ807451_g	GQ422727_g	Sneathia	CCYH_g	PAC001625_g	PAC001032_g	PAC001274_g	Eubacterium_g24	JRNA_g	Cloacibacillus	Fournierella	PAC001074_g	AY858456_g	Succiniclasticum	PAC001286_g	PAC001592_g	AB218327_g	PAC001651_g	Faecalicoccus	Fenollaria	GU324393_g	HQ452859_g	Scardovia	PAC002513_g	Agathobacter	Intestinibacter	Eubacterium_g17	Catenibacterium	Eubacterium_g11	Phyllobacterium	PAC002518_g	Caecibacterium	Extibacter	EU778596_g	Herbaspirillum	Eubacterium_g21	PAC000740_g	Eubacterium_g10	Unclassified Rhodocyclales	EF025282_g	Curtobacterium	Pantoea	Unclassified Sutterellaceae	Clostridium_g32	AB506348_g	Actinotignum	AB294309_g	CDPP_g	Lactonifactor	Angelakisella	HQ774991_g	Helicobacter	Unclassified Firmicutes	Aeromonas	FJ269091_g	Reyranella	EU778577_g	PAC001573_g	Weissella	NHOC_g	Schlegelella	AX003092_g	PAC001341_g	NFJT_g	Actinobaculum	EU842499_g	Ottowia	OCTT_g	FCNB_g	Mobiluncus	Alloscardovia	Peptococcus	PAC002181_g	Cryptobacterium	CP020705_g	PAC001603_g	EU462118_g	Dechloromonas	Criibacterium	Caldicellulosiruptor	PAC000744_g	FJ367817_g	Schwartzia	AM420052_g	Unclassified PAC001057_f	KI259813_g	Pseudopropionibacterium	Acetitomaculum	Fretibacterium	AM420198_g	Filifactor	DQ824660_g	AB559589_g	EU843993_g	Unclassified Eubacteriaceae	Fastidiosipila	Kerstersia	PAC002187_g	AP012211_g	EF559154_g	FJ982993_g	DQ057459_g	PAC002194_g	PAC001354_g	Kocuria	PAC000677_g	Unclassified Veillonellaceae	Unclassified Veillonellales	AF125206_g	Unclassified Bacilli	Flaviflexus	KQ959578_g	Pseudoramibacter	Unclassified Actinobacteria_c	Unclassified Negativicutes	PAC002042_g	FJ677212_g	Unclassified Bacteroidia	GQ360012_g	Acholeplasma_g2	Phreatobacter	Pedomicrobium	PAC001266_g	PAC001920_g	DQ984558_g	Domibacillus	Unclassified Erwiniaceae	Rhodanobacter	Muribaculum	EU815225_g	PAC000741_g	Pseudorhodoplanes	Tepidiphilus	Streptobacillus	Skermanella	Tumebacillus	PAC002390_g	Oligella	Alicyclobacillus	Jonquetella	Unclassified Dermacoccaceae	Alkanindiges	U87772_g	Butyrivibrio	Acidocella	AB511016_g	Helcococcus	Glutamicibacter	Pannonibacter	FJ848448_g	Castellaniella	Unclassified AC160630_f	Unclassified Alcanivoracaceae	Kurthia	Weeksella	Unclassified Steroidobacter_f
SRR8057292	621	480	4	0	497	0	1	17881	4	1	13	585	49	1117	356	0	584	277	1246	183	0	0	5	10	2	0	283	0	0	51	10	4	0	12	263	4	675	82	0	63	19	4	17	0	0	0	16	583	311	0	0	1	187	5	5	18	1	1403	38	175	0	337	384	0	466	108	120	0	0	0	15	0	0	3072	20	432	0	726	0	0	42	1068	0	0	0	8	0	83	1237	65	4	0	531	0	7	0	0	88	0	0	14	0	0	4	0	0	112	0	0	0	172	64	162	0	0	0	50	0	8	4	0	3	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	94	0	0	16	0	0	0	0	0	2	62	29	0	41	0	0	9	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	13	60	0	0	0	7	0	12	0	0	0	5	0	0	0	0	2	0	1	0	0	0	0	0	1	0	3	0	0	0	0	1028	0	0	0	0	0	1	0	0	7	0	0	10	0	0	0	0	0	0	0	0	8	0	0	0	0	0	180	0	0	0	0	0	0	0	376	0	0	0	0	0	1622	0	0	1	0	117	11	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057321	2659	2493	0	0	35	0	1289	1267	457	1	1	1184	21	44	59	0	104	27	285	300	0	0	1	46	0	0	45	900	2	68	31	27	0	7	1	152	1599	180	0	11	0	3	0	0	0	0	159	15	44	0	0	0	0	323	4	45	6	13441	0	1	0	401	158	0	312	1686	81	2	0	3	5	0	0	527	20	974	0	165	0	0	341	0	0	0	0	27	0	5	3429	90	9	0	797	4	0	67	12	334	0	56	13	0	0	53	0	0	325	0	0	0	1937	2	20	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	138	0	0	0	0	0	0	0	0	0	513	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	192	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	257	0	0	0	0	2825	0	40	0	0	0	0	0	0	1	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	393	0	0	0	0	0	3928	0	0	0	0	67	0	14	0	0	0	0	0	0	1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057330	3257	2336	2	291	24	0	2631	1815	315	0	12	393	51	81	13	0	320	2	1063	69	6	0	0	6	154	74	20	6	0	112	25	0	810	0	0	243	636	327	0	5483	48	15	21	5	0	0	257	50	21	0	0	2	12	44	0	69	0	6	14	14	0	475	51	0	469	18	6	0	12	0	15	25	0	206	13	261	0	25	5	0	189	11	0	1	0	24	1	0	22	44	16	0	793	2	0	158	22	86	0	16	20	0	0	7	0	0	30	23	0	0	74	14	45	0	18	0	0	0	0	4	0	15	0	0	0	7198	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	231	0	0	0	0	0	0	0	0	2985	223	3	0	11	0	1	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	84	0	0	0	1	0	2	5	13	0	7	0	0	0	0	0	0	0	0	0	0	2	0	99	0	35	0	0	0	0	321	0	41	0	0	0	2	0	0	6	0	0	80	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	61	0	0	0	0	0	2994	0	0	3	0	7	0	202	58	3	0	0	3	0	10931	0	0	1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	75	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057331	347	1528	3	0	30	0	5	15674	21	3	943	571	96	198	10	70	76	74	1392	1	0	43	3	21	1	0	16	5	2	60	1	1	0	0	9	1	199	322	0	1871	9	0	8	0	0	0	61	1482	548	0	2	3	1071	1119	2	229	0	474	13	22	0	3	5082	12	494	0	59	0	2	2	7	0	0	1054	2	116	0	0	0	7	100	3	0	2	0	6	0	0	3	21	1	0	3406	0	7	3	0	28	3	21	76	0	0	3	0	0	518	0	0	0	345	0	12	0	10	0	1	0	0	41	0	0	0	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	5	316	0	46	0	2	0	0	0	0	0	0	0	675	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	35	0	0	0	0	0	60	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	130	1	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	45	1	1	0	0	0	0	0	3905	0	0	0	0	0	10	0	311	0	0	0	0	0	17854	0	0	0	0	0	101	3	66	7	0	0	2	0	3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
SRR8057334	0	171	0	0	0	0	2	39075	115	1	0	362	0	1263	3	0	0	3108	725	18	0	0	0	44	678	0	1	16	3	7	4	1	0	0	0	0	4299	1	0	11991	0	0	0	0	0	0	91	0	0	0	0	0	165	710	0	59	0	308	0	1	0	1	953	0	171	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	345	0	0	0	3	0	0	1	0	0	0	4	0	0	0	0	0	0	148	2755	0	0	13	0	0	2266	0	0	0	61	26	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1191	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	88	0	0	6673	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3631	0	0	2	0	0	0	0	0	0	628	0	0	0	0	0	430	0	1774	0	0	0	0	0	2899	0	0	0	0	1	2610	81	131	0	0	42	3	0	704	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	19	0	0	0	0	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057337	29	17	0	0	0	0	2	2882	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	5	0	0	0	0	0	1	0	0	46	2	0	0	0	0	0	2	73	0	0	0	0	0	4524	0	2	0	2686	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	43	0	0	0	0	0	0	0	0	0	39	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	104	0	0	0	0	0	203	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057340	132	173	0	0	1	0	39	210	16	0	16	37	0	8	8	0	457	0	39	12	0	23	0	0	1	0	10	1	0	14	0	3	0	0	2	3	67	106	0	0	1	0	0	0	0	0	22	2	1	0	0	0	0	157	2	69	0	5	1	8	0	8	129	1	44	0	0	0	0	0	0	15	0	8	75	13	0	9	0	0	137	2	0	0	0	13	0	0	16	3	0	0	223	0	0	0	1	10	0	1	3	0	0	1	0	0	32	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	115	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	47	0	0	0	0	0	1440	0	0	0	0	11	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057343	0	2	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	58	0	0	0	0	0	0	4	0	0	0	0	0	19	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	68	0	0	0	5118	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16743	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	22	0	0	0	198	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057346	411	3951	1	0	3	0	505	516	190	838	1	183	4	18	16	27	122	155	93	95	0	46	0	4	4098	0	15	602	0	5	8	0	19	0	58	15	140	65	0	2423	44	1	2	0	0	0	19	17	5	0	0	0	0	2162	0	87	0	5616	0	5	0	48	537	10	40	191	0	1	0	1	0	2	0	44	15	334	0	14	4	0	38	8890	0	0	0	4	0	0	85	50	0	0	782	2	0	8	6	7	0	19	14	0	0	15	0	0	317	0	0	156	800	2	2	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	38	0	3	1	0	0	0	0	0	185	618	0	0	0	0	4	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	3	0	0	0	14	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	930	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	9496	0	0	1	0	13	1	4	19	525	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR8057347	30	378	3	0	25	2	484	20397	163	28	7	139	114	47	0	0	241	2727	1316	120	0	9	0	48	367	69	8	335	0	26	5	47	0	10	265	18	87	12	0	3517	63	7	68	0	0	0	18	2733	115	0	9	56	103	523	10	33	0	5760	6	65	0	116	383	0	39	40	18	0	3	0	3	0	0	707	10	23	0	12	4	1	732	43	0	3	0	0	0	3	857	98	4	0	740	0	7	0	2	2	0	10	12	4	0	7	0	0	1380	0	0	0	436	2253	89	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	116	0	0	0	0	1	0	0	0	3	0	457	0	1	22	0	0	0	0	0	19	491	4	0	7	9	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	16	0	0	0	8	0	8	0	3	3	12	0	0	0	0	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	18	0	0	101	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1666	0	0	0	0	0	3	0	231	0	3	0	0	0	2847	0	0	3	0	5	0	0	0	0	0	1	3	0	353	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
